,ci_test_results,z_test_results,z_test_p_values,mean_diff
ZKSCAN3,False,False,0.525,-1.361
SERPINB4,False,False,0.73,-0.756
STS,False,False,0.118,1.197
ZNF814,False,False,0.469,0.897
ENPP7,False,False,0.889,-0.02
SLC17A3,False,False,0.469,-0.323
PBK,True,True,0.006,4.264
ZC3H14,False,False,0.726,0.661
EXD1,False,False,0.736,0.402
SPATA7,False,False,0.372,0.637
NOP14,False,False,0.153,1.206
OSER1,True,True,0.0,17.477
PRSS37,False,False,0.32,-0.202
HMOX2,True,True,0.0,-35.086
SGK1,False,False,0.798,0.929
M6PR,True,True,0.0,-48.4
PPCS,False,False,0.053,-2.486
TYRP1,False,False,0.103,7.105
MAP4K3,False,False,0.678,0.742
SV2A,False,False,0.416,-0.45
PRKACG,False,False,0.433,-1.355
CA12,False,True,0.048,4.608
KLHL32,False,False,0.811,-0.24
ROM1,False,False,0.166,-2.393
FRRS1,False,False,0.568,0.311
ABRA,False,False,0.143,2.81
MAGED4B,False,False,0.187,-2.144
FGF6,False,False,0.588,0.878
DKKL1,False,False,0.242,-1.037
NAT14,False,False,0.233,0.846
SYP,True,True,0.009,1.393
ZNF682,False,False,0.484,1.024
DENND5A,False,False,0.463,2.137
GPR101,False,False,0.782,-0.224
KCTD16,False,False,0.166,-1.542
KCNJ15,False,False,0.902,-0.422
MRPS18B,False,False,0.816,0.548
RNGTT,True,True,0.0,3.971
GSTM5,False,False,0.265,1.945
GUCA2A,False,False,0.796,-0.252
PCDHGB2,False,False,0.305,-1.45
DSN1,False,False,0.938,0.069
AC012314.23,False,False,0.678,0.65
C20orf141,False,False,0.712,0.307
RNF128,False,False,0.413,0.605
SPIDR,True,True,0.0,-8.432
PSENEN,False,True,0.017,-6.012
NEK2,False,False,0.134,1.989
A2ML1,False,False,0.129,-0.962
MBNL3,True,True,0.003,3.33
SEC11C,True,True,0.0,31.758
FBXW9,False,False,0.913,-0.162
LIN7A,False,False,0.8,-0.137
CWF19L1,False,False,0.832,0.322
SERTM1,False,False,0.301,2.373
HEATR5B,False,False,0.508,0.86
SOX6,False,False,0.612,-0.702
FAM168A,False,False,0.078,-1.675
TOMM40,False,True,0.028,7.483
PHC1,True,True,0.004,-2.825
PRR22,False,True,0.036,1.344
MAPKAPK2,True,True,0.0,-29.405
C8orf33,False,False,0.643,0.823
HS2ST1,False,True,0.012,2.102
IDO2,False,False,0.873,0.208
DHRSX,False,False,0.526,-0.822
MTMR12,False,False,0.563,0.772
RNF150,False,False,0.972,-0.011
RDH11,False,False,0.817,-0.812
TRAF7,False,False,0.37,-1.729
TPRXL,False,False,0.36,-0.687
C11orf57,False,False,0.914,0.153
CARD9,False,False,0.14,-2.187
RIPPLY2,False,False,0.19,1.344
TRPC4,False,False,0.362,1.878
RNF7,True,True,0.0,-15.131
TRAPPC3L,False,False,0.112,2.7
REEP5,True,True,0.0,-7.469
SFRP4,False,True,0.038,-7.325
CPA1,False,False,0.179,1.268
GPR27,False,False,0.552,-0.734
DEFB115,False,False,0.072,3.427
PLA2G4A,False,False,0.981,-0.044
ZC3H8,False,False,0.267,1.334
FAM91A1,True,True,0.003,3.633
CCNC,True,True,0.0,7.738
HYLS1,False,False,0.732,-0.171
PABPC1L2B,False,False,0.628,0.259
SLC25A35,False,True,0.022,-1.881
SLC1A7,False,False,0.15,-0.531
LSM3,False,False,0.885,-0.32
CACNG4,False,False,0.2,1.136
MRPS35,False,False,0.326,2.188
KIAA0895L,False,False,0.434,-0.596
TVP23C-CDRT4,False,False,0.281,2.058
TTF2,False,False,0.071,1.789
EPCAM,False,False,0.206,6.402
IL11,False,False,0.622,-2.39
TXNL4B,False,False,0.084,1.567
HELZ,True,True,0.0,-11.647
EGFLAM,False,False,0.24,-0.946
WNK3,False,False,0.228,0.822
ANAPC7,False,False,0.551,-0.627
CLASP2,False,False,0.949,0.078
NQO1,False,True,0.019,65.986
NAP1L5,False,False,0.084,-3.259
DENND4A,True,True,0.0,7.574
FAM229B,False,False,0.234,-1.197
GOLGA5,False,False,0.56,0.735
PRKCZ,False,False,0.446,-0.715
MORN2,False,False,0.417,1.253
KANK4,False,False,0.774,0.535
DKK3,False,False,0.133,-7.509
AGT,False,False,0.291,-2.311
HNRNPD,False,False,0.69,2.54
ERICH6,False,False,0.401,0.859
KRTAP1-5,False,False,0.851,0.249
FAM184A,False,False,0.349,1.146
GRIN1,False,False,0.868,0.236
PSMC3IP,False,False,0.617,-0.288
MID1,False,False,0.365,0.907
ARIH1,True,True,0.001,-3.195
MS4A12,False,False,0.134,1.903
C17orf100,False,False,0.074,-1.272
SCLY,False,False,0.379,-1.319
RAD51B,False,False,0.952,-0.094
RUSC2,False,False,0.873,0.269
CST6,False,False,0.47,2.081
R3HCC1,True,True,0.0,-8.844
DONSON,False,False,0.223,1.693
RDH10,False,False,0.998,-0.007
PCDHA1,False,False,0.816,0.214
RSPH9,False,False,0.88,0.347
SAA4,False,False,0.308,0.882
WDR76,False,False,0.6,0.931
RAB21,False,False,0.171,0.783
MT3,False,False,0.761,-0.523
DDIT4,True,True,0.0,-77.914
RMI1,False,False,0.274,1.641
GLIS1,False,False,0.732,0.309
STRBP,True,True,0.0,18.023
GAST,False,False,0.891,0.158
FAM3D,False,False,0.399,-0.848
PNN,False,True,0.006,-8.902
TMEM82,False,False,0.64,-0.828
ANKRD34B,False,False,0.949,0.091
DDAH2,False,False,0.41,-1.444
PHYHIP,False,False,0.199,1.066
CCDC109B,True,True,0.003,3.14
SNRNP27,False,True,0.034,-2.257
SLC25A42,False,False,0.423,0.784
CDCA7L,True,True,0.0,26.664
MRPS33,False,True,0.028,5.795
RPP30,False,False,0.575,-0.789
DYTN,False,False,0.181,-1.048
KRT12,False,False,0.398,0.65
EPO,False,False,0.211,1.469
CHSY1,False,False,0.274,-1.496
IL1R1,False,False,0.308,1.991
OR8A1,False,False,0.471,0.649
ETV7,False,False,0.225,2.532
MMP27,False,False,0.253,-0.721
C17orf89,False,False,0.842,0.691
DCN,False,False,0.501,100.004
CAPNS1,False,False,0.083,-27.343
KLHDC4,True,True,0.0,-18.357
YWHAQ,False,True,0.041,-12.898
C20orf27,False,False,0.071,-3.048
GOLGA8A,False,True,0.017,-5.824
KLK1,False,False,0.349,-1.232
FDPS,False,False,0.968,0.219
LGALS9B,True,True,0.0,-9.96
CORO7-PAM16,False,False,0.712,-0.302
GNL2,False,False,0.126,2.392
OR2A25,False,False,0.343,0.596
C20orf173,False,False,0.515,0.858
TJP1,False,False,0.094,2.581
HMMR,False,False,0.285,1.609
CACNA1G,False,False,0.197,1.02
C18orf54,False,False,0.921,0.074
OR6C76,False,False,0.217,-0.882
OVGP1,False,True,0.033,2.368
HIF1AN,False,False,0.281,-2.024
AAMDC,False,False,0.175,-3.484
PDE6A,False,False,0.593,-0.562
TMEM192,False,False,0.23,-1.761
AGPAT2,False,False,0.602,-1.174
TAF3,False,False,0.264,-1.382
MCOLN2,True,True,0.001,5.851
PPARGC1A,False,False,0.184,-1.477
PDPK1,False,False,0.511,-0.548
HOMER3,False,False,0.242,3.322
TF,False,False,0.68,0.824
RAET1G,False,False,0.854,-0.364
PM20D2,False,True,0.013,5.71
RNF10,False,False,0.079,-6.28
ANP32D,False,False,0.849,0.303
C8orf74,False,False,0.269,-1.483
LANCL3,False,False,0.89,-0.179
MTFMT,False,False,0.564,-0.996
XPR1,False,False,0.57,-0.649
MALSU1,False,False,0.246,1.763
CDH16,False,False,0.346,1.075
TTC17,False,False,0.923,0.219
FGD3,True,True,0.0,-22.712
YY1,True,True,0.0,-7.379
CLDN15,True,True,0.0,-3.083
PSEN2,False,True,0.013,-3.007
KCNQ1,False,False,0.222,1.931
ADGRG1,True,True,0.0,-177.968
TAF13,False,False,0.052,-2.521
CPEB4,False,True,0.036,3.334
SEMA4G,False,False,0.485,-0.862
GALNT18,False,False,0.895,-0.106
FAM122B,True,True,0.002,-5.107
RHOJ,False,False,0.948,0.164
ZAR1L,False,False,0.729,0.238
NRXN3,False,False,0.337,0.532
TMEM47,False,False,0.062,3.104
RRP15,False,False,0.818,-0.123
HOGA1,False,False,0.484,-0.123
ZNF468,False,True,0.038,-1.596
ETNK2,False,False,0.195,1.843
CD180,True,True,0.0,9.629
LSP1,True,True,0.0,-136.877
RPEL1,False,False,0.188,1.467
DDX59,False,True,0.029,-3.059
CYP4F11,False,False,0.282,1.629
GSTK1,True,True,0.0,-18.824
HSD17B6,False,False,0.449,-1.251
NPY5R,False,False,0.125,1.323
PSME4,False,False,0.646,-0.447
ARR3,False,False,0.594,0.387
TIMM44,False,False,0.258,2.628
ERAS,True,True,0.03,-2.551
PBX2,False,False,0.144,-3.899
TRPM6,False,False,0.721,-0.384
IL20RB,False,False,0.809,-0.218
SNX7,False,False,0.572,0.727
GNAQ,True,True,0.001,-8.508
PLVAP,False,False,0.06,-14.186
IQUB,False,False,0.729,-0.227
CASQ2,False,False,0.978,-0.01
SSTR3,False,False,0.736,-0.29
EXOC8,False,False,0.981,-0.027
AC241585.2,False,False,0.633,-0.679
VARS,True,True,0.0,10.0
CTAGE4,False,True,0.02,0.791
ATCAY,False,False,0.714,0.226
SLMAP,False,False,0.635,-0.735
TPRN,False,False,1.0,-0.0
PSG11,False,False,0.269,-1.375
MAPK3,False,False,0.058,-4.781
DRC1,False,False,0.879,0.247
TAAR6,False,False,0.424,-0.798
APLP2,False,False,0.693,-6.335
GNG13,False,False,0.592,1.11
TNFRSF8,False,False,0.061,-1.782
TMEM220,False,True,0.014,1.194
PPY,False,False,0.757,0.396
INO80E,False,True,0.023,-6.605
HESX1,False,False,0.301,1.67
PRR15,False,False,0.876,-0.147
BOC,False,False,0.649,-0.303
PRKCD,False,False,0.785,-0.747
CEP104,True,True,0.0,-3.273
TCP11X2,False,False,0.692,0.151
C14orf1,False,False,0.492,-0.783
SPATA9,False,False,0.282,0.659
POLR2J3,True,True,0.0,-20.264
GJB7,False,False,0.409,0.456
CCDC155,False,False,0.092,-1.148
IFNLR1,True,True,0.0,8.327
HDAC5,False,False,0.693,0.39
ZNF433,False,True,0.029,-1.342
CYP2U1,False,True,0.006,1.942
PSMD8,False,False,0.658,-2.292
RPL10L,False,False,0.794,-0.408
VPS72,True,True,0.001,-3.013
PLCG1,True,True,0.0,-9.601
TEX9,True,True,0.002,4.165
ADGRA3,False,False,0.826,-0.29
EIF2S3L,False,False,0.352,1.696
CDCA8,False,False,0.556,0.717
PRNP,False,False,0.433,-5.958
THY1,False,False,0.452,-5.682
PPIC,False,False,0.141,-2.246
CNOT3,False,False,0.965,-0.072
SNRPG,False,False,0.179,8.501
RPL13A,True,True,0.0,866.837
OR2M4,False,False,0.065,-0.608
DHX32,False,False,0.512,-0.974
FGD5,False,False,0.984,0.029
GLMP,False,False,0.081,-3.534
POP1,False,False,0.3,-1.281
RTCA,True,True,0.002,-3.848
MPPED1,False,False,0.177,1.323
CSRP2,False,True,0.011,6.044
ELK1,False,True,0.046,2.428
FOXO1,True,True,0.0,6.751
EIF2B1,True,True,0.0,-6.679
ZNF697,False,False,0.666,0.698
TUBB8,True,True,0.034,2.091
CLEC6A,False,False,0.732,0.894
DDAH1,False,False,0.064,3.187
TRIM48,False,False,0.186,1.202
TCEAL2,False,False,0.792,-0.137
GTF2IRD2B,False,False,0.736,-0.307
CDKL5,False,False,0.606,0.736
LRP8,False,False,0.281,-1.676
OPN1LW,False,False,0.651,0.565
GBP3,True,True,0.0,-6.115
RP11-73M18.2,False,False,0.11,-2.923
ZNF281,False,False,0.721,-0.397
DUOX2,True,True,0.016,5.372
OR1M1,False,False,0.55,1.581
SHCBP1L,False,False,0.146,-1.485
LPPR5,False,False,0.405,-0.822
SEC13,False,True,0.038,-6.029
H2AFZ,False,False,0.731,4.037
DYNC1I2,False,False,0.27,-2.864
SYNGR4,False,False,0.084,1.833
TMEM200A,False,True,0.022,-1.488
CDK20,False,False,0.173,1.122
PLSCR2,False,False,0.15,-1.652
SHOC2,True,True,0.0,5.042
LRRC3B,False,False,0.55,-0.361
GIT2,True,True,0.005,-4.061
P2RY11,True,True,0.0,-7.69
CDKN2D,True,True,0.0,-25.798
SPSB1,False,False,0.88,-0.151
SLC35E2,False,False,0.948,0.046
GSE1,True,True,0.0,-15.678
ABHD8,False,True,0.049,-1.363
BAAT,False,False,0.109,3.618
PRKD3,True,True,0.0,6.435
UROS,True,True,0.0,-5.864
EXOC3L2,False,False,0.61,-0.436
SLAMF1,True,True,0.0,11.598
KAZALD1,False,False,0.508,-0.836
PET100,True,True,0.001,-38.13
KRTAP4-2,False,False,0.635,-0.408
SMIM7,False,False,0.914,0.1
ZNF90,False,False,0.334,1.446
COL24A1,False,False,0.58,-0.708
MYDGF,False,False,0.056,-8.39
LLGL2,True,True,0.0,-38.957
OR10H2,False,False,0.253,1.623
CTAGE9,False,False,0.28,-1.673
FFAR4,False,False,0.636,-0.308
EFNA4,False,False,0.097,-0.701
IARS2,False,True,0.046,3.623
FKBP4,False,False,0.336,15.298
HLA-B,True,True,0.0,-1030.021
FGL2,False,True,0.01,-12.171
AP4S1,False,True,0.042,2.104
CYB5R4,False,False,0.401,1.59
KIAA0368,False,False,0.773,-0.409
SLC1A2,False,False,0.889,-0.26
RILPL1,False,True,0.008,-0.865
LMO7DN,False,False,0.67,-0.751
HID1,True,True,0.01,5.616
USP17L21,False,False,0.297,1.723
TMEM151B,False,False,0.135,-2.522
PRTG,False,False,0.068,2.015
SNRPF,False,False,0.91,0.208
PTPN21,False,False,0.912,-0.107
FABP5,False,False,0.109,11.89
LRTM1,False,False,0.876,0.172
C2orf73,False,False,0.269,-1.556
PRDM9,False,False,0.281,-1.397
SPRR2B,False,False,0.865,-0.14
ZNF420,False,False,0.082,-3.334
FAM187B,False,False,0.286,-0.205
INCA1,False,True,0.025,1.948
NHLRC1,False,False,0.49,-1.064
SLC45A4,False,True,0.03,-4.143
DYNC1I1,False,False,0.398,0.939
CDC42SE2,True,True,0.0,-24.842
SLC22A8,False,False,0.944,-0.07
NRBP1,True,True,0.0,-12.785
S1PR5,True,True,0.0,-112.988
USP17L8,False,False,0.162,1.859
NAP1L2,False,False,0.989,0.026
PDE7A,True,True,0.0,22.028
TMEFF2,False,True,0.042,2.924
CHST2,True,True,0.0,-24.941
PRKCSH,False,True,0.027,-8.939
NPM2,False,False,0.469,-0.604
SSX2IP,True,True,0.001,-3.413
PCDHB9,False,False,0.503,0.272
SLC35C2,True,True,0.004,-4.819
TEN1,True,True,0.001,-2.727
METTL5,False,False,0.173,-3.55
TICRR,False,False,0.844,-0.376
MIOS,True,True,0.0,6.202
APOL4,False,False,0.298,1.871
ZNF566,False,False,0.348,-0.951
TMSB15B,False,False,0.355,-1.027
RAD51AP1,False,False,0.344,-1.28
DUSP23,True,True,0.0,-13.063
KIR2DS1,True,True,0.0,-5.472
NMT1,False,False,0.063,-2.905
ASB11,False,False,0.991,0.009
CENPT,False,False,0.918,0.088
KDM8,False,False,0.947,-0.069
IL36B,False,False,0.287,-3.166
LTBR,False,False,0.768,0.927
KLF6,False,False,0.832,1.837
TACC2,False,False,0.058,1.309
TGIF2-C20orf24,False,False,0.873,-0.202
GPNMB,False,False,0.87,-2.582
SUPT3H,False,False,0.155,-1.733
TBCCD1,False,False,0.324,-1.211
DEFB126,False,False,0.351,-0.615
TMEM100,False,False,0.318,0.739
SLC22A23,False,False,0.225,-0.971
CLNS1A,False,True,0.006,8.79
RHOD,False,False,0.376,1.421
SMIM10L1,False,False,0.217,1.53
SORD,True,True,0.004,7.527
ZNF619,True,True,0.009,-1.423
INF2,True,True,0.0,12.869
GPC4,False,False,0.966,-0.034
LY6G5B,False,False,0.073,-2.31
MPP2,False,False,0.187,-1.753
CACNA1F,False,False,0.18,1.772
HDAC10,True,True,0.0,-5.036
CLCNKA,False,False,0.73,0.086
CAMKK1,True,True,0.0,2.456
NXNL1,False,False,0.095,3.139
WDR82,True,True,0.0,-15.756
XAB2,False,False,0.455,-1.196
ABCB5,False,False,0.939,-0.023
PPFIBP2,True,True,0.0,7.376
IQCF3,False,False,0.263,1.254
FAM166A,False,False,0.71,0.406
SNX6,False,True,0.016,-5.14
PHF19,False,False,0.121,-4.25
KRTAP2-3,False,False,0.743,0.446
CELA2B,False,False,0.916,-0.075
TRIOBP,False,False,0.27,-2.201
KIF3B,False,False,0.054,4.345
GDF6,False,False,0.129,1.268
CDH11,False,False,0.948,0.254
SLITRK4,False,False,0.137,2.126
RPS6KA2,False,False,0.113,-3.052
CCDC80,False,False,0.621,-5.792
SSU72,False,True,0.007,-6.457
KRTAP10-11,False,False,0.38,0.972
MSH2,False,False,0.214,-2.377
PEX5,False,False,0.576,0.692
AC011476.8,False,False,0.59,-0.766
ZNF45,False,False,0.059,-2.122
ARL17B,False,False,0.549,0.711
KLRC3,True,True,0.0,-30.805
TRIB2,True,True,0.0,-9.802
SLAMF7,True,True,0.003,-48.854
PLCXD2,True,True,0.0,-4.421
PPP4C,True,True,0.0,-9.483
AC066615.1,False,False,0.253,1.805
ZNF750,False,False,0.86,0.261
PIGC,True,True,0.0,-4.296
GPRC5B,False,False,0.222,1.944
APPL2,False,False,0.938,0.111
PODXL,False,False,0.874,-0.208
COPS4,False,True,0.013,-3.607
CYP4Z1,False,False,0.302,1.902
DEFB134,False,False,0.816,0.163
HAPLN4,False,False,0.314,1.262
ZRSR1,False,False,0.284,1.244
NDUFS1,False,False,0.471,0.879
AP000322.53,False,False,0.059,-1.378
ATIC,True,True,0.0,8.446
DDX5,True,True,0.0,-158.977
SOWAHD,False,True,0.015,3.411
SPHAR,False,False,0.819,-0.252
CTCFL,False,False,0.079,0.527
LY96,False,False,0.963,0.119
TMEM126B,False,False,0.07,-2.818
RARRES3,True,True,0.0,-118.088
AC092881.1,False,False,0.119,2.823
DNAJC4,True,True,0.004,-8.624
SLC29A3,True,True,0.002,-3.607
CSN2,False,False,0.73,-0.284
PROSC,False,False,0.822,-0.36
DEFB110,False,False,0.897,-0.204
SERHL2,False,True,0.023,1.849
LEFTY2,False,False,0.088,1.288
APPBP2,False,False,0.152,-2.03
POLQ,False,False,0.088,2.725
MTMR3,True,True,0.002,-3.401
FIS1,True,True,0.0,-14.704
TMPRSS11B,False,False,0.241,1.771
MARS2,False,False,0.341,-1.036
TRPM2,True,True,0.003,-4.25
DDB2,True,True,0.0,-5.625
GATA4,False,True,0.046,2.157
RCSD1,False,True,0.029,8.567
FOXF1,False,False,0.785,0.202
GNA11,False,True,0.007,3.266
PRKAG3,False,False,0.142,2.467
SLC44A2,True,True,0.0,-29.37
RP11-23E10.6,False,False,0.674,0.627
CEBPB,False,True,0.007,-18.44
CTDSPL2,False,False,0.643,-0.761
HS3ST6,False,False,0.183,-0.102
GTPBP6,False,True,0.043,-2.504
PPP1R13B,False,False,0.814,0.336
TMEM98,False,False,0.583,-1.212
KLHL13,False,False,0.421,0.738
CCDC184,False,False,0.362,-0.699
TUBB2B,False,False,0.135,1.163
KDELR3,False,False,0.178,3.419
CYHR1,False,True,0.045,-2.749
SLC3A1,False,False,0.169,0.697
ALS2CR11,False,False,0.586,0.704
TMEM187,False,True,0.015,-1.854
GAPDHS,False,False,0.277,0.777
HEBP1,False,False,0.42,-1.514
ATP5S,False,False,0.778,-0.317
SLC9A6,False,False,0.775,-0.498
KRT74,True,True,0.029,-0.443
FANCE,False,False,0.204,0.556
MRPL19,False,False,0.658,0.663
LMAN2L,False,False,0.344,-0.584
PTGER3,False,False,0.758,-0.387
USP14,False,True,0.015,4.088
WBP2NL,False,False,0.811,-0.055
FHAD1,False,False,0.333,1.185
FAM19A3,False,False,0.598,-0.336
S100A9,False,True,0.034,-506.431
ZG16B,False,False,0.467,1.129
DHRS2,False,False,0.858,-1.503
SLC39A3,False,False,0.349,1.483
CNKSR1,False,True,0.008,2.303
UNC45B,False,True,0.049,-1.636
CAMSAP1,False,False,0.069,-1.416
ANKRD37,False,False,0.998,-0.003
CSNK2A2,False,False,0.083,3.562
CTBS,False,False,0.609,-0.576
CRB1,False,False,0.268,1.727
SNAPIN,False,True,0.025,-3.331
CAMTA2,True,True,0.001,-4.893
PLEKHF1,True,True,0.0,-32.257
GGT1,False,False,0.178,3.221
GPX1,True,True,0.004,-46.698
UAP1,False,False,0.227,3.792
MAN2B2,True,True,0.0,-8.706
GOLGA6L10,False,False,0.566,0.571
NR2E1,False,False,0.6,-0.474
HSD11B1,False,False,0.156,-2.412
NPL,False,True,0.011,-4.393
WFIKKN2,False,True,0.037,1.826
WDR83,False,True,0.044,-1.51
PDIA2,False,False,0.558,-0.226
PLA2G1B,False,False,0.638,-0.7
KLF13,True,True,0.0,-25.252
OR8D4,False,False,0.503,0.741
ITLN1,False,False,0.72,-0.111
FANCA,True,True,0.003,-3.286
FOS,True,True,0.0,-405.822
RP11-574F21.3,False,False,0.692,0.331
ZSCAN2,False,False,0.362,-0.884
ZNF830,False,True,0.027,-1.637
ACTC1,False,False,0.883,-0.196
RPS27,True,True,0.0,2933.725
MCM3AP,True,True,0.001,-6.283
SLC22A11,False,False,0.578,0.352
ERG,False,False,0.611,0.97
DENND6B,False,False,0.11,-0.865
PSMA4,False,False,0.517,-3.366
CCDC82,True,True,0.0,-9.821
ARF3,True,True,0.0,-11.886
C2orf80,False,False,0.288,-1.585
LHX5,False,False,0.142,1.858
TMEM214,False,False,0.446,-1.821
CPA4,False,False,0.684,0.463
SUPT20H,True,True,0.0,-3.776
PITRM1,True,True,0.001,-4.388
GDF7,True,True,0.0,1.659
SCAPER,False,False,0.514,-0.923
PITPNM3,False,False,0.378,1.541
OLR1,False,False,0.756,-1.997
NRSN2,False,False,0.073,2.461
SMIM3,False,False,0.254,-2.141
ABHD3,True,True,0.001,-6.019
ACAT2,False,False,0.213,-1.799
STK38,True,True,0.0,-30.028
DAD1,False,False,0.075,-10.02
TBC1D24,False,False,0.837,0.338
GP1BB,False,False,0.274,-0.968
RLBP1,False,False,0.077,1.795
EPDR1,False,False,0.852,-0.248
ZFP36L2,True,True,0.0,-113.321
NAPEPLD,False,False,0.058,-1.362
LRRC37B,True,True,0.0,-5.152
SNPH,False,False,0.5,-0.621
MYL6B,False,True,0.008,5.231
SYT5,False,False,0.69,0.598
ADH5,False,False,0.117,-3.118
DDO,False,False,0.512,-0.572
ZNF148,False,False,0.548,-0.693
FBLN5,False,False,0.339,-3.8
SRA1,False,False,0.498,-1.171
PMP2,False,False,0.452,1.06
ILK,True,True,0.0,-101.071
RINT1,False,False,0.823,-0.304
POSTN,False,False,0.789,-3.77
KIF2C,False,False,0.314,1.405
BTF3L4,False,True,0.029,2.841
CHRD,False,False,0.785,0.108
EFCAB9,False,False,0.332,-0.886
FOXD4L1,False,False,0.064,0.335
IFI27L1,False,False,0.107,-2.132
CCSER2,True,True,0.0,-14.027
PPP1R8,True,True,0.001,-4.248
PDE8B,False,False,0.458,-0.806
CFAP52,False,False,0.052,3.559
TAAR9,False,False,0.792,0.3
TBC1D25,False,True,0.046,-3.177
CLTB,True,True,0.0,-13.562
ISCU,True,True,0.0,30.058
DIAPH2,False,False,0.083,1.193
KIR2DS4,True,True,0.0,-29.988
ZNF891,False,False,0.889,-0.058
OCIAD2,False,False,0.774,0.941
CFHR2,False,False,0.357,-0.084
C2orf49,False,False,0.102,-2.643
KRT222,False,False,0.538,-0.845
AC012314.5,False,False,0.192,2.026
BACE1,False,False,0.396,1.732
EID2,False,False,0.418,-1.447
C4BPB,False,False,0.957,-0.073
HNRNPA1,False,False,0.734,-8.67
LRRC28,False,False,0.547,0.494
KLF10,False,True,0.006,-7.664
CST8,False,False,0.247,-1.632
FCRL1,True,True,0.0,56.616
GIGYF1,False,True,0.038,-4.46
GLB1L,False,False,0.21,-1.278
OR2T3,False,False,0.757,-0.262
MSRB3,False,False,0.454,-1.202
PACSIN1,False,False,0.058,-5.793
XPNPEP1,False,True,0.016,-3.067
MAGEA10,False,False,0.742,0.664
ADPRM,False,False,0.214,2.5
HSP90B1,True,True,0.0,97.842
ARMCX1,False,False,0.76,0.323
OR1B1,False,False,0.432,1.084
LHX8,False,False,0.786,0.466
ABCA4,False,False,0.238,1.479
CPOX,False,False,0.764,-0.311
CISH,True,True,0.0,-11.648
FOXJ1,False,False,0.067,-1.99
GNL3L,False,False,0.407,1.291
LRRC39,False,False,0.913,0.169
UBE2T,False,True,0.031,4.469
LETMD1,False,False,0.524,-0.506
PIK3R3,False,False,0.582,-0.694
HLA-DMB,True,True,0.0,80.342
FTO,False,False,0.604,0.955
RSPH6A,False,False,0.721,0.586
TCP10L2,False,False,0.21,0.979
FCGR2B,True,True,0.0,19.668
PAIP2,True,True,0.0,-23.732
C7orf62,False,False,0.756,0.204
CAV3,False,False,0.19,-1.578
ZIC4,False,False,0.533,-0.519
OR8G1,False,False,0.614,1.404
NET1,False,True,0.008,6.267
OMG,False,False,0.198,-0.635
RGS7,False,False,0.287,0.725
TRAF1,False,True,0.04,-6.518
LILRA1,False,False,0.097,-2.63
GPR148,False,False,0.336,0.502
LIMS3,False,False,0.494,-1.13
FOXR2,False,False,0.777,-0.098
C10orf88,False,False,0.167,1.156
SLC13A1,False,False,0.529,1.285
PDPN,False,True,0.021,-5.055
ENPEP,False,False,0.448,0.67
MRPL14,False,True,0.022,-4.111
CDCA5,False,False,0.174,1.852
FGD4,False,False,0.716,0.266
RXFP2,False,False,0.813,0.425
COMMD4,False,False,0.133,-3.402
DHRS7C,False,False,0.691,-0.563
FLII,True,True,0.0,-9.831
MPP3,False,False,0.133,2.734
LRRC14,False,False,0.051,-1.636
MYO1C,True,True,0.0,14.618
CBX6,False,False,0.061,-2.978
ERO1L,False,False,0.928,-0.198
OGFRL1,False,False,0.838,0.403
RSRC1,False,False,0.851,-0.397
CEP126,False,False,0.076,-0.636
HAVCR2,True,True,0.0,-42.876
TASP1,False,False,0.52,0.667
PPIAL4C,False,False,0.3,0.64
FADD,False,True,0.028,-2.852
NELFB,True,True,0.002,-3.477
GLOD4,True,True,0.005,-19.003
XYLT2,True,True,0.0,-12.809
DEFB4B,False,False,0.401,1.187
COL15A1,False,False,0.248,-1.566
TYW1B,False,False,0.216,-2.084
RFX3,False,False,0.552,1.029
OR6B2,False,False,0.325,-0.336
LGI1,False,False,0.072,1.092
PLN,False,False,0.864,-0.27
RHBDL3,True,True,0.02,3.396
TRIM65,False,False,0.539,1.571
NDUFB11,False,False,0.124,-3.284
USP17L29,False,False,0.216,-1.363
CLDND2,True,True,0.0,-50.99
HOXB4,False,False,0.663,-0.561
DUSP12,True,True,0.0,-5.26
AC108925.1,False,False,0.777,-0.331
TTC4,False,False,0.532,0.571
SUGP1,False,False,0.171,-1.257
SERPINB8,False,False,0.377,-1.737
PROK2,False,False,0.098,-5.378
SNX18,True,True,0.0,-5.458
FASN,False,True,0.015,10.413
IARS,False,True,0.021,6.935
NANOG,False,False,0.878,0.052
SLC26A6,False,False,0.493,-1.003
MKX,False,False,0.902,0.085
ESPN,False,False,0.92,0.061
OR8B8,False,False,0.759,0.183
CBY3,False,False,0.92,0.103
MPV17L2,False,False,0.309,1.497
